iata,icao
MPO,KMPO
MUI,KMUI
PHL,KPHL
PIT,KPIT
PNE,KPNE
PSB,KPSB
PSQ,
PTW,KPTW
RDG,KRDG
RED,KRVL
SCE,KUNV
SEG,KSEG
STQ,KOYM
THV,KTHV
UKT,KUKT
WAY,KWAY
WBW,KWBW
WSG,KAFJ
BID,KBID
NCO,KOQU
NPT,KUUU
PVD,KPVD
SFZ,KSFZ
WST,KWST
AIK,KAIK
AND,KAND
BFT,KARW
BNL,KBNL
BTN,KBBP
CAE,KCAE
CDN,KCDN
CEU,KCEU
CHS,KCHS
CRE,KCRE
CUB,KCUB
DLL,KDLC
FLO,KFLO
GDC,KGYH
GGE,KGGE
GMU,KGMU
GRD,KGRD
GSP,KGSP
HCW,KCQW
HHH,KHXD
HVS,KHVS
MMT,KMMT
MYR,KMYR
OGB,KOGB
RBW,KRBW
RKH,KUZA
SSC,KSSC
USC,
ABR,KABR
ATY,KATY
BKX,KBKX
CTK,
FSD,KFSD
HON,KHON
LEM,KLEM
LQK,KLQK
MBG,KMBG
MHE,KMHE
PHP,KPHP
PIR,KPIR
RAP,KRAP
RCA,KRCA
SPF,KSPF
TTO,KBTN
XMD,KMDS
XPR,KIEN
YKN,KYKN
APT,KAPT
BNA,KBNA
CHA,KCHA
CKV,KCKV
CSV,KCSV
FYM,KFYM
GCY,KGCY
GHM,KGHM
GKT,KGKT
MEM,KMEM
MKL,KMKL
MMI,KMMI
MOR,KMOR
MQY,KMQY
MRC,KMRC
NQA,KNQA
PHT,KPHT
RKW,KRKW
RNC,KRNC
SYI,KSYI
THA,KTHA
TRI,KTRI
TYS,KTYS
UCY,KUCY
UOS,KUOS
ABI,KABI
ACT,KACT
ADS,KADS
AFW,KAFW
ALE,
ALI,KALI
AMA,KAMA
ASL,KASL
AUS,KAUS
BBC,KBYY
BBD,KBBD
BGD,KBGD
BIF,KBIF
BKD,KBKD
BMT,KBMT
BPT,KBPT
BRO,KBRO
BWD,KBWD
BZT,
CCG,
CDS,KCDS
CFD,KCFD
CLL,KCLL
CNW,KCNW
COM,KCOM
COT,KCOT
CRP,KCRP
CRS,KCRS
CUX,
CXO,KCXO
CZT,KCZT
DAL,KDAL
DFW,KDFW
DHT,KDHT
DLF,KDLF
DRT,KDRT
DWH,KDWH
DYS,KDYS
EFD,KEFD
EGP,
ELA,KELA
ELP,KELP
ERV,KERV
ETN,KETN
EVA,
FST,KFST
FTW,KFTW
FWH,KNFW
GGG,KGGG
GLE,KGLE
GLS,KGLS
GRK,KGRK
GVT,KGVT
HCA,KBPG
HLR,KHLR
HOU,KHOU
HPY,KHPY
HRL,KHRL
HTV,KUTS
IAH,KIAH
ILE,KILE
INK,KINK
IRB,
IWS,KIWS
JAS,KJAS
JCT,KJCT
JCY,
JKV,KJSO
KIP,KCWC
LBB,KLBB
LFK,KLFK
LJN,KLBX
LRD,KLRD
MAF,KMAF
MDD,KMDD
MFE,KMFE
MGI,
MIF,
MPS,KOSA
MRF,KMRF
MWL,KMWL
NGP,KNGP
NGW,KNGW
NIR,
NQI,KNQI
OCH,KOCH
ONY,KONY
OZA,KOZA
PEQ,KPEQ
PNX,KGYI
PPA,KPPA
PRX,KPRX
PSN,KPSN
PSX,KPSX
PVW,KPVW
RBD,KRBD
RCK,KRCK
REE,
RFG,KRFG
RGR,
RKP,KRKP
RND,KRND
SAT,KSAT
SEP,KSEP
SGR,KSGR
SJT,KSJT
SKF,KSKF
SLR,KSLR
SNK,KSNK
SPS,KSPS
SSF,KSSF
SWW,KSWW
TDW,KTDW
TPL,KTPL
TRL,KTRL
TYR,KTYR
UVA,KUVA
VCT,KVCT
VHN,KVHN
WEA,KWEA
WHT,KARM
WIB,
BCE,KBCE
BDG,KBDG
BFG,
BMC,KBMC
BTF,KBTF
CDC,KCDC
CNY,KCNY
DPG,KDPG
DTA,KDTA
ENV,KENV
FIL,KFOM
GMV,
HIF,KHIF
HVE,KHVE
KNB,KKNB
LGU,KLGU
MLF,KMLF
MSD,
MXC,
NPH,
NTJ,
OGD,KOGD
PNU,
PUC,KPUC
PVU,KPVU
RIF,KRIF
ROL,
RVR,
SBO,
SGU,KSGU
SLC,KSLC
VEL,KVEL
BTV,KBTV
EFK,KEFK
LLX,KCDA
MPV,KMPV
MVL,KMVL
RUT,KRUT
VSF,KVSF
APH,KAPH
BCB,KBCB
BKT,KBKT
CHO,KCHO
DAA,KDAA
DAN,KDAN
DCA,KDCA
DGN,KNDY
FAF,KFAF
FKN,KFKN
FRR,KFRR
GVE,KGVE
HSP,KHSP
IAD,KIAD
LFI,KLFI
LNP,KLNP
LOW,KLKU
LVL,KLVL
LYH,KLYH
MFV,KMFV
MNZ,KHEF
NGU,KNGU
NTU,KNTU
NYG,KNYG
ORF,KORF
PHF,KPHF
PSK,KPSK
PTB,KPTB
RIC,KRIC
ROA,KROA
SHD,KSHD
VJI,KVJI
WAL,KWAL
WGO,KOKV
ALW,KALW
BFI,KBFI
BLI,KBLI
BYW,
CKR,
CLM,KCLM
CLS,KCLS
CWS,
DHB,
DTR,
EAT,KEAT
ELN,KELN
EPH,KEPH
ESD,KORS
ESW,KESW
FBS,
FRD,KFHR
GCD,
GEG,KGEG
GRF,KGRF
HQM,KHQM
KEH,
KLS,KKLS
LKE,
LPS,
MVW,KBVS
MWH,KMWH
NUW,KNUW
ODW,KOKH
OLM,KOLM
OMK,KOMK
OTS,
PAE,KPAE
PSC,KPSC
PUL,
PUW,KPUW
PWT,KPWT
RCE,
RLD,KRLD
RNT,KRNT
RSJ,
SEA,KSEA
SFF,KSFF
SHN,KSHN
SKA,KSKA
SQV,
SSW,
TCM,KTCM
TDO,KTDO
TIW,KTIW
TWD,
UIL,KUIL
WDN,
WSX,
YKM,KYKM
BKW,KBKW
BLF,KBLF
CKB,KCKB
CRW,KCRW
EKN,KEKN
GWV,
HLG,KHLG
HTS,KHTS
LWB,KLWB
MGW,KMGW
MRB,KMRB
ODM,
PGC,
PKB,KPKB
AHH,KAHH
ARV,KARV
ASX,KASX
ATW,KATW
AUW,KAUW
CLI,KCLI
CMY,KCMY
CWA,KCWA
EAU,KEAU
EGV,KEGV
ENW,KENW
ETB,KETB
FLD,KFLD
GRB,KGRB
GTG,KGTG
HYR,KHYR
ISW,KISW
JVL,KJVL
LNR,KLNR
LSE,KLSE
MDF,KMDZ
MFI,KMFI
MKE,KMKE
MSN,KMSN
MTW,KMTW
MWC,KMWC
OEO,KOEO
OSH,KOSH
PCD,KPDC
PKF,KPKF
PRW,
RAC,KRAC
RHI,KRHI
RIE,KRPD
RNH,KRNH
RRL,KRRL
SBM,KSBM
STE,KSTE
SUE,KSUE
SUW,KSUW
UES,KUES
UNU,KUNU
VOK,KVOK
XES,
AFO,KAFO
BPI,KBPI
BYG,KBYG
COD,KCOD
CPR,KCPR
CYS,KCYS
DGW,KDGW
EAN,KEAN
ECS,KECS
EMM,KEMM
EVW,KEVW
FBR,KFBR
GCC,KGCC
GEY,KGEY
JAC,KJAC
LAR,KLAR
LND,KLND
LSK,KLSK
POY,KPOY
PWY,KPNA
RIW,KRIW
RKS,KRKS
RWL,KRWL
SAA,KSAA
SHR,KSHR
THP,KTHP
TOR,KTOR
WRL,KWRL
ATI,SUAG
BUV,SUBU
MLZ,SUMO
CYR,SUCA
DZO,SUDU
PDP,SULS
MVD,SUMU
PDU,SUPU
RVY,SURV
VCH,SUVO
STY,SUSO
TAW,SUTB
TYT,SUTR
TAS,UTTT
AZN,UTKA
AFS,UTSN
BHK,UTSB
FEG,UTKF
NMA,UTFN
NVI,UTSA
KSQ,UTSK
NCU,UTNN
SKD,UTSS
TMJ,UTST
UGC,UTNU
BQU,TVSB
CIW,TVSC
MQS,TVSM
PLI,
UNI,TVSU
SVD,TVSA
PYH,SVPA
AAO,SVAN
BLA,SVBC
ELX,
SOM,SVST
EOZ,SVEZ
GDO,SVGD
PPZ,
PTM,SVPT
SFD,SVSR
BNS,SVBI
SBB,SVSB
CAJ,SVCN
CBL,SVCB
CXA,SVCD
EOR,SVED
ICA,SVIC
ICC,SVIE
KAV,SVKA
KTV,SVKM
PPH,
PZO,SVPR
SNV,SVSE
TMO,SVTM
URM,SVUM
MYC,SVBS
PBL,SVPC
VLN,SVVA
PDZ,SVPE
TUV,SVTC
CZE,SVCR
LSP,SVJC
CLZ,SVCL
VDP,SVVP
BRM,SVBM
VCR,SVCO
MRD,SVMD
VIG,SVVG
LRV,SVRS
MUN,SVMT
PMV,SVMG
AGV,SVAC
GUQ,SVGU
CUM,SVCU
CUP,SVCP
GUI,SVGI
LFR,SVLF
SCI,SVPM
STD,SVSO
SVZ,SVSA
VLV,SVVL
CCS,SVMI
SNF,SVSP
CBS,SVON
CUV,SVCG
LGY,
MAR,SVMC
STB,SVSZ
EIS,TUPJ
NGD,TUPA
RAD,
TOV,
VIJ,TUPW
SJF,
SPB,
SSB,
STT,TIST
STX,TISX
XLO,
HOO,
VCS,VVCS
VTG,VVVT
UIH,VVPC
CAH,VVCM
VCA,VVCT
DAD,VVDN
BMV,VVBM
DIN,VVDB
PXU,VVPK
HAN,VVNB
HPH,VVCI
SGN,VVTS
CXR,VVCR
NHA,VVNT
PQC,VVPQ
VKG,VVRG
KON,
DLI,VVDL
VII,VVVH
PHA,VVPR
TBB,VVTH
VDH,VVDH
TMK,
VCL,VVCA
XNG,
VDO,VVVD
SOA,
SQH,VVNS
THD,VVTX
HUI,VVPB
XVL,
CCV,NVSF
LPM,NVSL
NUS,NVSP
PBJ,NVSI
SWJ,NVSX
ULB,NVSU
LNE,NVSO
LOD,NVSG
MWF,NVSN
RCL,NVSR
SSR,NVSH
WLH,NVSW
OLJ,NVSZ
SON,NVSS
EAE,NVSE
LNB,NVSM
TGH,NVST
UIQ,NVVQ
VLI,NVVV
VLS,NVSV
AUY,NVVA
AWD,NVVB
DLY,NVVD
FTA,NVVF
IPA,NVVI
TAH,NVVW
MTV,NVSA
SLH,NVSC
TOH,NVSD
ZGU,NVSQ
FUT,NLWF
WLS,NLWW
MXS,NSMA
AAU,NSAU
APW,NSFA
FGI,NSFI
DAH,
LDR,
UKR,OYMS
DHL,ODAL
ADE,OYAA
BYD,OYBI
HOD,OYHD
KAM,OYKM
AAY,OYGD
IHN,OYQN
DMR,
GXF,OYSY
RIY,OYRN
SCT,OYSQ
EAB,ODAS
MYN,OYMB
WDA,
BUK,
SYE,OYSH
SAH,OYSN
RXA,
AXK,OYAT
BHN,OYBN
TAI,OYTZ
DZA,FMCZ
AFD,FAPA
BIY,FABE
CDO,FACD
ELS,FAEL
JOH,FAPJ
MBM,
MZF,FAMW
PLZ,FAPE
UTT,FAUT
UTW,FAQT
BFN,FABL
FCB,FAFB
HRS,FAHR
TCU,FATN
WEL,FAWM
GCJ,FAGC
HLA,FALA
JNB,FAOR
PRY,FAWB
QRA,FAGM
WKF,FAWK
DUK,FADK
DUR,FALE
EMG,FAEM
HLW,FAHL
LAY,FALY
MGH,FAMG
MZQ,FAMU
NCS,FANC
PZB,FAPM
PZL,FADQ
RCB,FARB
ULD,FAUL
VIR,FAVG
VYD,FAVY
ADY,FAAL
ELL,FAER
GIY,FAGI
HDS,FAHS
INY,
KHO,
LCD,FALO
LDZ,FALD
LTA,FATZ
MEZ,FAMS
MWR,
PHW,FAPH
PTG,FAPP
THY,FATH
TSD,
ULX,FAUS
AAM,FAMD
GSS,
HZV,FAHW
KOF,FAKP
LLE,FAMN
MQP,FAKN
NGL,FANG
NLP,FANS
SZK,FASZ
TDT,
ZEC,FASC
KXE,FAKD
MBD,FAMM
NTY,FAPN
PCF,FAPS
RVO,FARI
VRU,FAVB
AGZ,FAAG
ALJ,FAAB
KIG,
KIM,FAKM
KLZ,FAKZ
KMH,FAKU
LMR,FALC
PRK,FAPK
SBU,FASB
SIS,FASS
UTN,FAUP
CPT,FACT
GRJ,FAGG
MZY,FAMO
OUH,FAOH
OVG,FAOB
PBZ,FAPG
ROD,FARS
SDB,FALW
VRE,FAVR
JEK,
CGJ,
KIW,FLSO
NLA,FLND
CIP,FLCP
MFU,FLMF
MNS,FLMA
LUN,FLLS
RYL,
BBZ,FLZB
SLI,FLSW
KAA,FLKS
MMQ,FLBA
ZKB,FLKY
LVI,FLLI
ZGM,FLNA
KLB,FLKL
KMZ,FLKO
LXU,FLLK
MNR,FLMG
SJQ,FLSS
SXG,FLSN
BUQ,FVBU
HRE,FVHA
CHJ,FVCH
UTA,FVMU
BZH,
KAB,FVKB
BFO,FVCZ
MJW,FVMH
MVZ,FVMV
HWN,FVWN
VFA,FVFA
WKI,FVWT
GWE,FVTL
